post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P01553,AI,Article,0.3311,12.9,11.0,1391
P01554,Software,Job Opportunity,0.2148,42.4,4.1,210
P01555,AI,Image,0.1522,0.0,5.0,210
P01556,Software,Text,0.2123,1.0,4.7,302
P01557,Data Science,Text,0.3664,44.6,7.0,273
P01558,Software,Job Opportunity,0.1296,2.8,3.2,1304
P01559,Finance,Article,0.1129,8.9,4.8,287
P01560,Data Science,Article,0.3842,0.3,8.9,696
P01561,AI,Job Opportunity,0.6053,88.7,11.2,2666
P01562,Data Science,Job Opportunity,0.1052,27.0,10.7,1349
P01563,AI,Article,0.4729,12.1,9.8,291
P01564,Leadership,Article,0.413,59.2,10.3,231
P01565,Data Science,Video,0.2988,5.4,5.2,156
P01566,Marketing,Article,0.481,34.1,3.1,365
P01567,Machine Learning,Video,0.4501,25.5,6.4,95
P01568,Data Science,Video,0.2037,28.9,6.9,2017
P01569,Career,Video,0.2303,11.8,4.2,217
P01570,Machine Learning,Text,0.4507,19.2,3.2,347
P01571,Design,Image,0.2929,7.8,10.5,418
P01572,Data Science,Job Opportunity,0.3198,9.5,5.1,129
P01573,Machine Learning,Video,0.6055,4.7,4.0,749
P01574,Machine Learning,Text,0.5427,7.5,4.3,492
P01575,Finance,Job Opportunity,0.0739,38.0,5.8,270
P01576,Design,Text,0.0894,0.1,3.2,457
P01577,Finance,Article,0.43,52.0,6.8,315
P01578,Machine Learning,Article,0.3931,11.5,0.4,333
P01579,Data Science,Text,0.8547,61.7,1.9,197
P01580,Career,Article,0.234,3.3,3.9,371
P01581,Design,Image,0.2109,141.6,7.1,472
P01582,Marketing,Article,0.5419,6.1,4.0,174
P01583,Career,Text,0.5808,20.5,9.3,424
P01584,Career,Job Opportunity,0.2472,6.8,11.1,72
P01585,Data Science,Article,0.2999,55.2,4.7,911
P01586,Career,Video,0.3265,1.4,2.6,127
P01587,AI,Job Opportunity,0.3146,33.4,4.8,85
P01588,Career,Article,0.2012,47.4,9.1,226
P01589,Marketing,Text,0.1359,45.9,2.5,405
P01590,Marketing,Article,0.5562,1.2,7.6,267
P01591,Design,Video,0.2307,5.5,4.6,649
P01592,Software,Text,0.5401,112.5,7.9,280
P01593,Machine Learning,Job Opportunity,0.1669,26.5,6.7,289
P01594,Marketing,Video,0.2274,35.9,3.4,306
P01595,Leadership,Video,0.4287,12.1,4.6,1341
P01596,AI,Job Opportunity,0.3187,21.0,7.0,246
P01597,Finance,Article,0.2558,7.9,8.9,2570
P01598,Data Science,Image,0.5993,26.1,4.6,1688
P01599,Career,Video,0.1372,1.4,9.1,134
P01600,Career,Video,0.3035,74.9,15.2,727
P01601,Machine Learning,Video,0.3673,3.4,9.5,212
P01602,Marketing,Article,0.4581,12.0,5.1,390
P01603,Leadership,Image,0.5186,4.6,5.0,97
P01604,Software,Video,0.2593,41.3,1.7,325
P01605,Design,Image,0.3127,30.4,4.5,3243
P01606,Design,Job Opportunity,0.2837,36.8,7.7,187
P01607,Machine Learning,Text,0.5523,85.3,8.9,644
P01608,AI,Job Opportunity,0.2278,3.9,2.4,394
P01609,Marketing,Article,0.5317,42.8,6.7,233
P01610,Career,Article,0.1651,23.4,10.1,945
P01611,Leadership,Text,0.146,103.1,2.3,247
P01612,Leadership,Article,0.1982,62.2,6.1,347
P01613,Leadership,Video,0.4724,42.9,3.5,433
P01614,Machine Learning,Text,0.2603,109.0,2.0,949
P01615,AI,Video,0.1569,19.2,4.7,262
P01616,AI,Job Opportunity,0.2389,33.5,1.5,2184
P01617,Design,Image,0.2314,48.1,3.4,85
P01618,Design,Text,0.384,6.1,5.3,221
P01619,Career,Job Opportunity,0.3432,3.1,8.9,962
P01620,AI,Image,0.4746,65.7,2.4,227
P01621,Career,Image,0.4835,45.0,4.3,410
P01622,Design,Article,0.2327,13.6,9.0,165
P01623,Career,Video,0.0329,40.2,3.0,115
P01624,Data Science,Article,0.2712,44.0,2.1,236
P01625,AI,Article,0.426,5.0,10.9,654
P01626,Data Science,Article,0.2963,12.1,4.9,220
P01627,Machine Learning,Video,0.2097,13.1,9.2,332
P01628,Marketing,Article,0.3337,25.6,3.3,239
P01629,Career,Text,0.4754,74.4,7.8,615
P01630,Finance,Video,0.506,15.6,9.1,99
P01631,AI,Text,0.4776,1.5,3.6,326
P01632,Data Science,Text,0.3438,0.5,7.5,270
P01633,Career,Job Opportunity,0.2412,31.8,3.1,172
P01634,Marketing,Job Opportunity,0.4756,26.1,10.8,944
P01635,AI,Job Opportunity,0.3905,10.1,3.2,89
P01636,Data Science,Image,0.5693,17.0,11.2,477
P01637,Data Science,Text,0.5497,20.5,6.6,513
P01638,AI,Article,0.3028,34.5,4.4,260
P01639,Data Science,Text,0.4833,5.0,12.1,1692
P01640,Career,Job Opportunity,0.1102,18.5,3.5,504
P01641,Machine Learning,Article,0.1578,37.7,15.1,201
P01642,Finance,Article,0.4808,27.2,7.5,583
P01643,Marketing,Image,0.5072,9.9,2.2,245
P01644,Leadership,Video,0.1858,9.9,3.9,258
P01645,Software,Text,0.0157,10.0,4.5,879
P01646,Marketing,Job Opportunity,0.8119,16.9,15.4,550
P01647,Leadership,Video,0.192,118.2,10.4,842
P01648,Marketing,Job Opportunity,0.2842,28.8,8.9,49
P01649,Career,Text,0.3667,1.1,3.5,475
P01650,Machine Learning,Text,0.3658,8.9,4.8,1207
P01651,AI,Article,0.4797,7.0,7.7,146
P01652,Design,Text,0.6194,27.8,7.9,412
P01653,Leadership,Article,0.5376,11.4,5.0,300
P01654,Finance,Article,0.113,58.4,4.6,640
P01655,Marketing,Text,0.0438,74.1,7.7,233
P01656,Design,Text,0.1296,75.0,12.1,680
P01657,Career,Article,0.3845,46.0,0.1,286
P01658,Career,Article,0.3971,43.9,1.6,3173
P01659,Marketing,Text,0.1569,45.3,7.8,483
P01660,Leadership,Article,0.3599,58.0,3.8,2256
P01661,Marketing,Article,0.3961,108.7,2.8,607
P01662,Finance,Job Opportunity,0.1771,14.1,1.8,267
P01663,Leadership,Text,0.5895,2.3,3.0,374
P01664,AI,Image,0.4924,5.5,5.5,493
P01665,Career,Article,0.1371,57.5,4.7,58
P01666,Software,Text,0.2484,23.1,5.0,781
P01667,Finance,Article,0.603,11.7,4.9,414
P01668,Marketing,Text,0.2824,24.0,7.3,560
P01669,Software,Image,0.615,7.3,7.7,593
P01670,Software,Job Opportunity,0.628,12.7,2.4,128
P01671,Machine Learning,Text,0.3551,24.8,4.1,388
P01672,AI,Text,0.3426,100.4,14.7,364
P01673,Career,Image,0.0844,31.2,2.5,134
P01674,Finance,Video,0.2542,28.0,6.1,1154
P01675,Leadership,Text,0.1693,77.8,8.2,1616
P01676,Machine Learning,Text,0.2944,5.9,10.1,265
P01677,Career,Text,0.4423,59.7,7.1,543
P01678,Software,Text,0.2092,10.5,4.3,343
P01679,Finance,Text,0.1382,35.6,3.5,269
P01680,Finance,Article,0.3572,171.8,7.0,251
P01681,Leadership,Video,0.3205,19.0,8.7,131
P01682,Machine Learning,Text,0.2864,23.3,11.8,479
P01683,Design,Text,0.5822,76.6,10.7,215
P01684,Machine Learning,Text,0.2207,27.7,9.1,577
P01685,Marketing,Video,0.4286,15.2,1.9,249
P01686,Machine Learning,Text,0.3563,68.7,2.4,139
P01687,Design,Article,0.3713,47.9,19.3,204
P01688,Marketing,Text,0.6494,15.2,5.0,469
P01689,Design,Article,0.4327,14.2,6.6,267
P01690,Design,Text,0.2725,81.0,0.9,168
P01691,Software,Text,0.3106,27.7,9.4,1269
P01692,Software,Text,0.3342,52.3,5.7,118
P01693,Machine Learning,Text,0.1781,13.1,5.5,993
P01694,Leadership,Text,0.4921,4.6,18.4,862
P01695,AI,Text,0.4612,9.4,7.1,710
P01696,Machine Learning,Article,0.2659,2.0,4.7,645
P01697,Design,Job Opportunity,0.2187,0.4,5.6,189
P01698,Marketing,Video,0.3662,19.5,3.6,225
P01699,Finance,Video,0.2424,37.9,2.6,1631
P01700,Machine Learning,Article,0.4214,34.8,4.9,816
P01701,Career,Job Opportunity,0.167,21.6,1.7,524
P01702,Career,Video,0.5002,4.3,4.1,223
P01703,AI,Text,0.2707,17.2,0.7,173
P01704,Leadership,Video,0.6089,3.4,9.2,139
P01705,Software,Text,0.2587,9.5,15.8,202
P01706,Leadership,Job Opportunity,0.3525,61.7,4.9,285
P01707,Software,Article,0.1436,34.1,2.8,403
P01708,AI,Image,0.284,16.6,6.1,925
P01709,Leadership,Job Opportunity,0.3565,34.9,10.0,1954
P01710,Career,Text,0.3925,14.2,3.3,1179
P01711,Leadership,Job Opportunity,0.5644,3.7,7.8,129
P01712,Machine Learning,Article,0.1149,13.3,1.8,193
P01713,Finance,Video,0.5593,51.8,6.0,165
P01714,Finance,Text,0.4233,16.6,8.2,854
P01715,Career,Text,0.1132,13.7,1.5,670
P01716,Leadership,Text,0.6699,7.5,8.3,243
P01717,Career,Video,0.3637,67.9,4.6,330
P01718,Marketing,Video,0.3024,30.7,12.8,433
P01719,Design,Text,0.5915,31.8,5.9,565
P01720,Career,Text,0.0682,35.9,8.6,984
P01721,Machine Learning,Article,0.4994,23.3,14.7,431
P01722,Leadership,Video,0.11,39.4,4.6,309
P01723,AI,Article,0.3695,19.4,1.1,508
P01724,Leadership,Text,0.3879,64.4,2.8,309
P01725,Machine Learning,Job Opportunity,0.2309,25.9,5.4,503
P01726,Software,Job Opportunity,0.1442,25.9,20.1,315
P01727,Marketing,Text,0.2312,4.5,12.6,949
P01728,Data Science,Article,0.4236,18.4,3.3,1016
P01729,Marketing,Video,0.5208,15.2,4.5,312
P01730,Finance,Text,0.1557,40.1,8.0,1926
P01731,Marketing,Article,0.1579,13.6,11.2,430
P01732,Marketing,Job Opportunity,0.3329,6.6,1.6,511
P01733,Machine Learning,Text,0.1822,46.5,8.0,1153
P01734,Leadership,Text,0.1551,19.7,5.5,1841
P01735,Design,Text,0.0965,15.6,1.3,936
P01736,Marketing,Job Opportunity,0.4637,57.5,4.0,475
P01737,Marketing,Image,0.5849,16.5,3.5,269
P01738,Leadership,Article,0.267,31.8,3.4,470
P01739,AI,Video,0.5987,12.0,11.1,589
P01740,Machine Learning,Job Opportunity,0.2572,5.1,6.8,509
P01741,Marketing,Video,0.4649,14.0,4.1,304
P01742,Data Science,Article,0.3498,16.1,3.4,199
P01743,Leadership,Text,0.273,8.1,6.2,427
P01744,Design,Image,0.1967,4.3,3.9,213
P01745,Career,Article,0.2939,3.6,8.3,94
P01746,Machine Learning,Text,0.1456,25.9,4.7,176
P01747,Software,Video,0.0973,13.6,1.0,248
P01748,Machine Learning,Video,0.277,15.8,1.6,188
P01749,AI,Article,0.4306,58.0,3.1,419
P01750,Leadership,Text,0.3663,19.8,4.7,128
P01751,Leadership,Video,0.254,7.9,6.8,139
P01752,Machine Learning,Article,0.4553,46.9,6.5,951
P01753,Leadership,Text,0.5997,37.0,13.5,731
P01754,Finance,Text,0.376,11.1,0.5,442
P01755,Career,Article,0.2551,4.2,0.4,1059
P01756,Leadership,Text,0.4278,6.0,1.4,195
P01757,Software,Job Opportunity,0.1724,24.2,2.6,621
P01758,Finance,Text,0.6292,51.5,8.5,294
P01759,Software,Text,0.1758,11.7,6.1,1125
P01760,Design,Text,0.1652,8.1,1.4,411
P01761,Finance,Text,0.3227,47.1,2.6,169
P01762,Career,Text,0.3307,66.8,2.7,1015
P01763,Finance,Job Opportunity,0.3435,21.5,2.3,248
P01764,Finance,Video,0.3571,18.9,3.9,133
P01765,Machine Learning,Text,0.4639,120.4,3.2,1150
P01766,Design,Text,0.2392,45.2,3.4,566
P01767,Leadership,Text,0.2517,88.5,1.5,170
P01768,Software,Text,0.1873,28.5,6.8,312
P01769,Career,Text,0.1661,1.3,4.8,305
P01770,Software,Text,0.3984,20.4,3.1,166
P01771,AI,Text,0.5561,44.3,1.9,171
P01772,Leadership,Text,0.641,32.0,3.7,313
P01773,Leadership,Image,0.5863,13.2,1.1,745
P01774,Marketing,Text,0.1253,6.2,6.2,661
P01775,Leadership,Job Opportunity,0.3149,1.4,6.5,218
P01776,Software,Text,0.194,63.3,4.6,660
P01777,Software,Video,0.1674,2.6,13.1,1117
P01778,Data Science,Video,0.2826,35.1,6.7,171
P01779,Machine Learning,Image,0.1993,46.3,8.0,610
P01780,Software,Video,0.4664,17.2,6.4,343
P01781,AI,Article,0.3131,10.9,6.4,273
P01782,Software,Text,0.2972,4.4,5.4,343
P01783,Finance,Job Opportunity,0.8423,34.3,7.8,649
P01784,Data Science,Text,0.4307,21.6,5.1,124
P01785,Data Science,Image,0.5449,30.3,2.0,339
P01786,Design,Job Opportunity,0.3816,64.6,8.4,253
P01787,AI,Text,0.3546,18.4,6.3,345
P01788,Career,Job Opportunity,0.4001,8.0,2.2,292
P01789,AI,Text,0.1671,105.6,4.4,186
P01790,Finance,Article,0.2398,18.1,1.3,1532
P01791,Machine Learning,Video,0.5267,5.6,10.9,42
P01792,Finance,Image,0.7094,15.6,6.0,535
P01793,Design,Text,0.0711,21.9,1.7,538
P01794,AI,Article,0.3649,27.0,4.1,361
P01795,Finance,Video,0.2626,6.3,2.1,423
P01796,Finance,Image,0.0965,90.1,3.2,564
P01797,Finance,Video,0.2372,50.5,6.5,222
P01798,Marketing,Text,0.053,15.6,8.3,253
P01799,Software,Text,0.5422,11.7,1.8,263
P01800,Career,Text,0.1941,12.2,10.9,497
P01801,Software,Article,0.16,26.7,9.5,512
P01802,Data Science,Image,0.339,9.7,3.5,147
P01803,Finance,Article,0.1896,46.4,2.8,324
P01804,Design,Text,0.2697,2.6,7.6,209
P01805,Finance,Job Opportunity,0.3375,3.8,18.3,161
P01806,Career,Text,0.1042,70.1,4.8,234
P01807,Machine Learning,Image,0.3949,49.1,3.3,140
P01808,AI,Article,0.1908,1.0,3.1,81
P01809,Finance,Text,0.4071,4.0,0.2,366
P01810,Design,Video,0.2419,3.9,2.5,726
P01811,Software,Job Opportunity,0.1018,40.5,0.3,267
P01812,Software,Video,0.0763,12.1,8.6,715
P01813,Machine Learning,Article,0.3538,51.2,10.3,633
P01814,Design,Article,0.643,15.9,3.5,170
P01815,AI,Image,0.1831,70.1,4.4,176
P01816,Marketing,Video,0.1431,24.1,2.5,108
P01817,Data Science,Article,0.4573,74.4,2.6,412
P01818,Data Science,Text,0.585,3.0,4.5,513
P01819,Leadership,Article,0.3641,57.0,5.7,339
P01820,Data Science,Article,0.1607,42.8,13.5,183
P01821,AI,Job Opportunity,0.1226,68.1,1.3,319
P01822,Marketing,Text,0.6597,12.0,4.2,591
P01823,AI,Article,0.6317,52.9,5.6,544
P01824,Career,Job Opportunity,0.4643,37.3,3.8,511
P01825,Design,Job Opportunity,0.0349,42.2,6.8,436
P01826,Career,Job Opportunity,0.5205,10.3,9.0,846
P01827,Data Science,Image,0.4817,0.0,3.9,155
P01828,Data Science,Job Opportunity,0.146,66.0,4.3,208
P01829,Marketing,Article,0.2689,16.8,3.2,160
P01830,Career,Job Opportunity,0.4285,10.1,7.0,244
P01831,Leadership,Text,0.4178,166.2,2.3,1088
P01832,Finance,Article,0.3389,8.2,8.5,184
P01833,Career,Article,0.4979,32.3,2.8,186
P01834,Data Science,Article,0.0589,11.6,6.0,86
P01835,Leadership,Image,0.8091,85.4,5.9,559
P01836,Software,Job Opportunity,0.3582,3.7,11.3,326
P01837,Finance,Article,0.2284,56.0,1.1,1017
P01838,Career,Image,0.4165,55.5,9.1,1022
P01839,Software,Image,0.5857,30.9,2.4,137
P01840,Marketing,Article,0.2897,37.0,8.9,315
P01841,Software,Image,0.3692,23.4,2.1,919
P01842,Data Science,Article,0.1304,6.2,5.0,185
P01843,Software,Text,0.5572,13.3,3.4,730
P01844,Marketing,Text,0.5171,28.9,8.4,45
P01845,Leadership,Job Opportunity,0.618,3.3,2.0,317
P01846,Career,Article,0.5589,1.1,1.4,201
P01847,Data Science,Text,0.3029,0.1,5.6,778
P01848,Machine Learning,Video,0.6424,28.7,2.2,245
P01849,Design,Image,0.4539,4.7,6.5,640
P01850,Data Science,Job Opportunity,0.7378,5.7,6.0,505
P01851,Marketing,Text,0.3764,36.9,4.7,182
P01852,Data Science,Image,0.3134,52.1,4.9,676
P01853,Career,Video,0.6075,23.9,6.4,514
P01854,AI,Article,0.5443,33.7,4.4,99
P01855,AI,Video,0.1047,13.0,3.0,505
P01856,Data Science,Text,0.4792,149.2,4.2,228
P01857,Data Science,Video,0.2963,31.7,4.2,483
P01858,Leadership,Text,0.4522,65.5,5.0,407
P01859,Finance,Text,0.4796,140.1,15.8,747
P01860,Software,Job Opportunity,0.1502,3.2,4.2,710
P01861,AI,Job Opportunity,0.6703,4.6,11.1,178
P01862,Career,Text,0.4042,8.6,9.1,220
P01863,Finance,Image,0.3837,13.6,2.4,272
P01864,Design,Job Opportunity,0.1902,2.6,2.0,781
P01865,Software,Article,0.3193,4.4,5.5,241
P01866,Software,Video,0.6193,13.1,9.0,430
P01867,Software,Text,0.343,23.0,4.5,685
P01868,Data Science,Image,0.7032,58.8,5.6,345
P01869,Machine Learning,Article,0.318,9.5,5.3,1327
P01870,Machine Learning,Image,0.1271,3.2,12.7,215
P01871,Career,Article,0.434,11.4,8.5,511
P01872,Leadership,Text,0.3759,7.6,3.4,455
P01873,Finance,Image,0.1507,7.5,1.5,367
P01874,Finance,Article,0.0923,53.1,4.8,60
P01875,Finance,Job Opportunity,0.1211,74.6,4.5,266
P01876,Marketing,Article,0.335,13.8,20.5,82
P01877,Software,Text,0.3319,10.8,5.0,223
P01878,Career,Image,0.3958,9.1,5.1,311
P01879,AI,Article,0.1362,2.9,3.9,2087
P01880,Leadership,Video,0.4138,19.9,3.7,605
P01881,Career,Text,0.086,44.7,8.5,145
P01882,Finance,Video,0.2289,18.5,7.9,388
P01883,Software,Video,0.4057,3.3,4.2,463
P01884,Career,Text,0.4839,7.5,7.1,358
P01885,Career,Text,0.1025,7.4,5.3,335
P01886,Design,Article,0.3352,7.1,5.6,212
P01887,AI,Job Opportunity,0.238,58.3,2.5,441
P01888,Marketing,Text,0.2027,3.7,7.5,407
P01889,AI,Text,0.1807,8.6,4.2,569
P01890,AI,Article,0.4169,150.8,10.3,646
P01891,AI,Image,0.289,55.4,1.7,630
P01892,Leadership,Text,0.3907,6.5,4.0,360
P01893,Leadership,Article,0.4081,90.8,1.8,290
P01894,Design,Job Opportunity,0.4597,31.3,8.8,598
P01895,Marketing,Job Opportunity,0.3057,16.5,6.1,171
P01896,Marketing,Job Opportunity,0.3757,35.1,1.7,46
P01897,Machine Learning,Video,0.4233,115.0,5.4,82
P01898,Leadership,Text,0.402,16.5,4.2,74
P01899,Design,Article,0.4612,114.9,3.9,518
P01900,Data Science,Text,0.2891,5.0,4.9,367
P01901,Leadership,Video,0.3536,6.7,14.5,620
P01902,Finance,Article,0.0282,40.6,14.6,500
P01903,Finance,Text,0.1829,15.9,5.4,758
P01904,Career,Video,0.1699,8.8,4.4,816
P01905,Software,Image,0.4269,19.5,1.6,704
P01906,Career,Article,0.385,45.6,5.6,716
P01907,Design,Job Opportunity,0.5604,3.5,14.9,1225
P01908,Machine Learning,Text,0.4187,14.0,6.5,1747
P01909,Finance,Video,0.3632,0.8,4.0,351
P01910,AI,Job Opportunity,0.3545,6.9,2.4,1129
P01911,Data Science,Article,0.3125,5.8,5.1,207
P01912,Data Science,Job Opportunity,0.1941,58.7,13.8,216
P01913,Marketing,Image,0.1097,31.1,4.2,1245
P01914,Data Science,Job Opportunity,0.3341,49.5,10.0,358
P01915,Data Science,Text,0.5916,58.7,4.5,87
P01916,Leadership,Article,0.4534,49.8,1.0,127
P01917,Leadership,Article,0.3971,52.0,1.4,178
P01918,AI,Image,0.6605,30.2,7.6,129
P01919,Data Science,Article,0.3845,83.4,5.3,507
P01920,Leadership,Text,0.286,44.4,9.3,166
P01921,AI,Job Opportunity,0.5212,8.3,4.8,264
P01922,Finance,Text,0.2743,41.9,9.8,203
P01923,Finance,Article,0.1872,37.7,7.2,111
P01924,Leadership,Image,0.2935,9.0,1.8,115
P01925,Leadership,Text,0.1846,5.2,4.2,685
P01926,Finance,Text,0.456,47.2,3.2,429
P01927,Data Science,Article,0.1142,48.1,2.3,26
P01928,Career,Text,0.4533,34.4,4.5,199
P01929,Data Science,Article,0.4752,69.4,9.7,675
P01930,Data Science,Image,0.4186,0.7,3.4,519
P01931,Data Science,Text,0.5375,52.4,2.1,1808
P01932,Data Science,Text,0.4288,24.5,8.7,269
P01933,Marketing,Job Opportunity,0.1333,32.6,5.4,446
P01934,Marketing,Image,0.5878,2.4,1.1,163
P01935,Design,Video,0.2782,12.7,6.8,96
P01936,Finance,Job Opportunity,0.5914,65.2,6.9,442
P01937,Leadership,Article,0.3765,12.3,4.8,241
P01938,Software,Video,0.6869,8.0,1.7,2786
P01939,Design,Job Opportunity,0.4131,47.2,3.1,206
P01940,Design,Video,0.3045,24.8,3.8,236
P01941,Marketing,Text,0.1539,1.2,4.8,352
P01942,Leadership,Image,0.131,10.5,2.1,701
P01943,Marketing,Article,0.6351,32.6,8.0,655
P01944,Machine Learning,Article,0.4236,19.3,15.1,87
P01945,Design,Image,0.2709,9.9,2.5,940
P01946,Leadership,Article,0.2296,55.5,3.1,290
P01947,Data Science,Article,0.6881,37.0,2.9,39
P01948,Software,Text,0.4684,45.0,22.1,331
P01949,Leadership,Text,0.5175,33.3,5.9,146
P01950,Data Science,Text,0.1372,12.5,10.0,851
P01951,Career,Image,0.1564,43.1,6.4,435
P01952,Machine Learning,Video,0.0802,11.2,1.8,781
P01953,Finance,Video,0.5301,85.0,2.4,858
P01954,Machine Learning,Article,0.5656,72.3,2.9,229
P01955,Leadership,Text,0.4313,4.7,3.2,403
P01956,Data Science,Job Opportunity,0.2425,10.4,8.0,820
P01957,Machine Learning,Text,0.5518,19.2,19.0,395
P01958,Finance,Article,0.1647,38.0,4.3,171
P01959,Marketing,Job Opportunity,0.2862,11.9,5.4,1049
P01960,Software,Text,0.5166,19.7,4.8,337
P01961,Design,Text,0.5091,8.6,1.5,176
P01962,AI,Article,0.2474,6.6,11.6,1529
P01963,Software,Video,0.1166,52.4,7.3,72
P01964,Software,Article,0.3968,6.8,4.5,194
P01965,Design,Video,0.358,4.7,16.4,209
P01966,Software,Image,0.2794,17.9,1.2,666
P01967,Machine Learning,Video,0.1563,16.6,8.4,250
P01968,Marketing,Article,0.2696,35.6,4.7,191
P01969,Software,Article,0.309,1.8,3.7,761
P01970,Software,Image,0.3549,45.0,3.5,617
P01971,Software,Job Opportunity,0.6305,38.5,4.3,262
P01972,Finance,Article,0.4139,22.2,4.0,398
P01973,Leadership,Text,0.0775,17.6,6.7,134
P01974,Finance,Video,0.4489,41.9,5.8,275
P01975,Design,Image,0.3905,12.3,11.1,312
P01976,Software,Job Opportunity,0.1056,100.3,4.0,117
P01977,Career,Video,0.3282,35.8,13.6,88
P01978,Leadership,Article,0.1798,39.2,12.7,240
P01979,AI,Image,0.4154,13.4,3.5,768
P01980,Leadership,Job Opportunity,0.472,0.7,14.0,525
P01981,Design,Text,0.1628,79.0,2.7,204
P01982,Leadership,Text,0.6254,18.7,8.4,2632
P01983,Software,Article,0.3262,11.0,6.5,140
P01984,Data Science,Text,0.2958,37.3,3.2,513
P01985,Career,Job Opportunity,0.1324,1.2,6.5,216
P01986,Software,Article,0.2027,57.2,3.2,872
P01987,Finance,Image,0.2242,49.2,5.9,302
P01988,Marketing,Article,0.0105,73.3,5.3,273
P01989,Career,Text,0.4497,6.0,3.6,714
P01990,Design,Video,0.1091,10.4,13.9,289
P01991,Leadership,Article,0.176,6.5,14.5,596
P01992,Data Science,Video,0.5566,11.1,4.1,303
P01993,Data Science,Text,0.4996,31.4,11.9,40
P01994,Marketing,Image,0.0447,21.5,3.1,1853
P01995,AI,Job Opportunity,0.4834,8.7,1.2,500
P01996,Data Science,Text,0.1488,21.2,4.6,258
P01997,Data Science,Article,0.439,74.2,4.3,984
P01998,Design,Image,0.186,5.8,2.0,152
P01999,Career,Text,0.2119,4.3,3.1,159
P02000,Software,Article,0.2877,72.5,12.3,107
P02001,Marketing,Job Opportunity,0.316,44.9,5.6,281
P02002,Finance,Article,0.2183,8.8,12.7,195
P02003,Career,Video,0.4268,62.8,6.7,262
P02004,Finance,Text,0.3128,65.6,8.1,102
P02005,Marketing,Video,0.5505,5.9,6.9,191
P02006,Leadership,Video,0.504,0.2,6.3,475
P02007,Career,Text,0.0574,89.0,4.2,985
P02008,Leadership,Video,0.512,43.3,7.4,342
P02009,Software,Article,0.0282,19.8,7.7,222
P02010,Leadership,Article,0.3918,31.8,9.1,547
P02011,Software,Image,0.6506,11.5,10.3,847
P02012,Leadership,Job Opportunity,0.9555,144.7,13.2,811
P02013,Design,Image,0.2794,29.5,6.4,497
P02014,Finance,Video,0.2462,3.9,7.0,181
P02015,Design,Text,0.6323,0.6,6.1,316
P02016,Machine Learning,Video,0.0787,2.1,12.9,401
P02017,Data Science,Video,0.3621,12.3,6.6,46
P02018,Career,Article,0.4762,36.8,6.5,338
P02019,Leadership,Text,0.5415,20.5,7.2,1312
P02020,Software,Article,0.468,6.4,7.2,198
P02021,Finance,Text,0.3648,18.1,6.1,77
P02022,AI,Image,0.3854,96.8,3.6,194
P02023,Career,Text,0.3553,69.6,3.5,188
P02024,Machine Learning,Image,0.4191,9.4,2.0,797
P02025,Marketing,Job Opportunity,0.4425,5.4,4.6,2716
P02026,Finance,Job Opportunity,0.2071,109.2,1.9,374
P02027,Marketing,Image,0.1472,5.4,1.0,167
P02028,Data Science,Job Opportunity,0.4927,23.6,9.8,125
P02029,AI,Text,0.3575,109.7,3.6,754
P02030,Marketing,Image,0.4556,8.6,0.6,589
P02031,Design,Video,0.3731,1.6,10.5,843
P02032,Marketing,Job Opportunity,0.3425,34.8,2.6,216
P02033,AI,Video,0.2134,28.3,4.5,1218
P02034,AI,Text,0.2187,12.2,9.7,380
P02035,Software,Image,0.6686,104.9,7.6,187
P02036,Software,Image,0.4848,4.5,1.6,64
P02037,Machine Learning,Article,0.6418,19.7,2.1,219
P02038,Design,Video,0.2078,10.7,5.3,217
P02039,Leadership,Video,0.2049,10.3,2.3,140
P02040,Leadership,Video,0.3061,1.9,6.7,472
P02041,Design,Job Opportunity,0.2423,35.0,5.7,190
P02042,Career,Video,0.3291,1.1,14.2,154
P02043,Machine Learning,Job Opportunity,0.6397,7.3,5.6,159
P02044,AI,Text,0.2504,51.3,3.4,106
P02045,Leadership,Article,0.3044,32.7,2.8,209
P02046,Design,Text,0.4695,33.8,3.3,214
P02047,Leadership,Text,0.4491,1.0,10.7,272
P02048,Career,Image,0.6665,23.4,5.4,448
P02049,Marketing,Video,0.4572,29.3,4.5,1124
P02050,Finance,Text,0.2381,64.5,6.3,741
P02051,Machine Learning,Text,0.3263,22.7,1.8,95
P02052,Leadership,Job Opportunity,0.2247,86.5,6.5,675
P02053,Software,Article,0.3609,31.8,4.6,785
P02054,Software,Article,0.3442,24.2,4.3,606
P02055,Career,Video,0.202,0.0,12.8,230
P02056,Marketing,Video,0.265,52.8,4.3,1066
P02057,Finance,Text,0.1553,1.6,4.9,161
